2000,AK,Total Electric Industry,11.45,9.77,7.56,14.17,NA,10.08
2000,AL,Total Electric Industry,7.05,6.58,3.87,7.12,NA,5.61
2000,AR,Total Electric Industry,7.45,5.93,4.20,6.39,NA,5.77
2000,AZ,Total Electric Industry,8.44,7.34,5.27,4.53,NA,7.25
2000,CA,Total Electric Industry,10.89,10.25,7.14,4.87,NA,9.47
2000,CO,Total Electric Industry,7.31,5.55,4.25,7.77,NA,5.88
2000,CT,Total Electric Industry,10.86,9.27,7.32,10.06,NA,9.52
2000,DC,Total Electric Industry,8.03,7.55,4.74,6.67,NA,7.52
2000,DE,Total Electric Industry,8.54,5.89,3.73,14.19,NA,6.08
2000,FL,Total Electric Industry,7.77,6.25,4.84,6.96,NA,6.91
2000,GA,Total Electric Industry,7.60,6.50,4.10,8.51,NA,6.21
2000,HI,Total Electric Industry,16.41,14.81,11.69,14.76,NA,14.03
2000,IA,Total Electric Industry,8.37,6.57,3.89,6.13,NA,5.93
2000,ID,Total Electric Industry,5.39,4.24,3.11,4.13,NA,4.17
2000,IL,Total Electric Industry,8.83,7.31,4.99,5.63,NA,6.94
2000,IN,Total Electric Industry,6.87,5.93,3.81,9.37,NA,5.18
2000,KS,Total Electric Industry,7.65,6.25,4.55,7.29,NA,6.27
2000,KY,Total Electric Industry,5.47,5.14,3.01,4.40,NA,4.18
2000,LA,Total Electric Industry,7.67,7.18,5.00,6.98,NA,6.48
2000,MA,Total Electric Industry,10.53,9.13,8.20,15.32,NA,9.49
2000,MD,Total Electric Industry,7.95,6.55,4.14,8.89,NA,6.74
2000,ME,Total Electric Industry,12.49,10.23,6.89,11.45,NA,9.69
2000,MI,Total Electric Industry,8.52,7.90,5.09,10.77,NA,7.11
2000,MN,Total Electric Industry,7.52,6.36,4.57,7.60,NA,5.87
2000,MO,Total Electric Industry,7.04,5.83,4.43,6.02,NA,6.02
2000,MS,Total Electric Industry,6.93,6.41,4.14,8.33,NA,5.85
2000,MT,Total Electric Industry,6.49,5.60,3.97,0.68,NA,5.00
2000,NC,Total Electric Industry,7.97,6.36,4.58,6.53,NA,6.48
2000,ND,Total Electric Industry,6.44,6.08,3.98,4.19,NA,5.44
2000,NE,Total Electric Industry,6.53,5.42,3.61,6.10,NA,5.31
2000,NH,Total Electric Industry,13.15,10.81,9.17,12.41,NA,11.25
2000,NJ,Total Electric Industry,10.27,9.14,8.58,12.11,NA,9.47
2000,NM,Total Electric Industry,8.36,7.06,4.69,5.64,NA,6.58
2000,NV,Total Electric Industry,7.28,6.74,4.98,4.77,NA,6.17
2000,NY,Total Electric Industry,13.97,12.65,5.37,8.99,NA,11.38
2000,OH,Total Electric Industry,8.61,7.61,4.37,6.10,NA,6.41
2000,OK,Total Electric Industry,7.03,6.14,4.09,5.46,NA,5.88
2000,OR,Total Electric Industry,5.88,5.06,3.56,7.10,NA,4.89
2000,PA,Total Electric Industry,9.53,7.71,5.63,10.71,NA,7.65
2000,RI,Total Electric Industry,11.28,9.50,8.76,25.19,NA,10.18
2000,SC,Total Electric Industry,7.58,6.35,3.74,6.29,NA,5.62
2000,SD,Total Electric Industry,7.42,6.64,4.49,4.30,NA,6.32
2000,TN,Total Electric Industry,6.33,6.28,4.09,8.79,NA,5.58
2000,TX,Total Electric Industry,7.96,6.88,4.42,6.77,NA,6.49
2000,UT,Total Electric Industry,6.29,5.23,3.35,4.14,NA,4.84
2000,VA,Total Electric Industry,7.52,5.65,3.90,5.05,NA,5.94
2000,VT,Total Electric Industry,12.30,10.61,7.31,12.20,NA,10.27
2000,WA,Total Electric Industry,5.13,4.86,3.30,3.65,NA,4.33
2000,WI,Total Electric Industry,7.53,6.03,4.04,7.40,NA,5.71
2000,WV,Total Electric Industry,6.27,5.46,3.76,9.88,NA,5.07
2000,WY,Total Electric Industry,6.50,5.29,3.36,4.87,NA,4.34
2001,AK,Total Electric Industry,12.12,10.29,7.61,14.37,NA,10.54
2001,AL,Total Electric Industry,7.01,6.53,3.79,7.11,NA,5.60
2001,AR,Total Electric Industry,7.72,6.19,4.43,6.91,NA,6.05
2001,AZ,Total Electric Industry,8.30,7.37,5.24,4.93,NA,7.27
2001,CA,Total Electric Industry,12.09,12.15,9.23,8.48,NA,11.22
2001,CO,Total Electric Industry,7.47,5.67,4.48,8.36,NA,6.02
2001,CT,Total Electric Industry,10.90,9.26,7.62,10.00,NA,9.62
2001,DC,Total Electric Industry,7.79,7.45,4.81,6.39,NA,7.40
2001,DE,Total Electric Industry,8.61,7.00,4.81,14.17,NA,6.80
2001,FL,Total Electric Industry,8.59,7.08,5.18,7.60,NA,7.67
2001,GA,Total Electric Industry,7.72,6.61,4.28,8.56,NA,6.39
2001,HI,Total Electric Industry,16.34,14.81,11.68,16.81,NA,14.05
2001,IA,Total Electric Industry,8.41,6.69,4.18,5.67,NA,6.14
2001,ID,Total Electric Industry,6.01,5.13,3.71,4.66,NA,4.92
2001,IL,Total Electric Industry,8.71,7.40,4.65,6.37,NA,6.90
2001,IN,Total Electric Industry,6.92,5.29,4.11,9.06,NA,5.30
2001,KS,Total Electric Industry,7.66,6.20,4.55,8.91,NA,6.24
2001,KY,Total Electric Industry,5.58,5.20,3.04,4.53,NA,4.24
2001,LA,Total Electric Industry,7.92,7.58,5.58,8.43,NA,6.96
2001,MA,Total Electric Industry,12.47,11.64,9.37,15.52,NA,11.55
2001,MD,Total Electric Industry,7.67,6.36,4.37,9.42,NA,6.60
2001,ME,Total Electric Industry,13.13,11.64,7.15,25.40,NA,10.55
2001,MI,Total Electric Industry,8.26,7.54,5.08,10.38,NA,6.97
2001,MN,Total Electric Industry,7.61,6.03,4.34,7.43,NA,5.97
2001,MO,Total Electric Industry,7.00,5.89,4.39,6.08,NA,6.03
2001,MS,Total Electric Industry,7.37,6.94,4.40,8.95,NA,6.26
2001,MT,Total Electric Industry,6.88,5.91,6.59,7.47,NA,6.48
2001,NC,Total Electric Industry,8.12,6.42,4.61,6.68,NA,6.58
2001,ND,Total Electric Industry,6.47,5.99,3.98,3.79,NA,5.48
2001,NE,Total Electric Industry,6.50,5.48,3.76,6.51,NA,5.39
2001,NH,Total Electric Industry,12.49,10.53,9.11,13.28,NA,10.95
2001,NJ,Total Electric Industry,10.21,9.09,8.33,11.21,NA,9.36
2001,NM,Total Electric Industry,8.74,7.50,5.45,6.37,NA,7.16
2001,NV,Total Electric Industry,9.08,8.45,6.56,6.15,NA,7.86
2001,NY,Total Electric Industry,14.04,12.87,5.56,8.77,NA,11.55
2001,OH,Total Electric Industry,8.37,8.46,4.27,5.86,NA,6.62
2001,OK,Total Electric Industry,7.27,6.35,4.29,5.39,NA,6.10
2001,OR,Total Electric Industry,6.29,5.45,4.21,7.33,NA,5.44
2001,PA,Total Electric Industry,9.68,8.62,5.76,11.46,NA,8.01
2001,RI,Total Electric Industry,12.13,11.54,9.36,22.86,NA,11.45
2001,SC,Total Electric Industry,7.69,6.45,3.86,6.39,NA,5.77
2001,SD,Total Electric Industry,7.42,6.55,4.46,3.71,NA,6.35
2001,TN,Total Electric Industry,6.32,6.31,4.05,8.83,NA,5.59
2001,TX,Total Electric Industry,8.86,7.74,5.27,7.56,NA,7.38
2001,UT,Total Electric Industry,6.72,5.58,3.53,4.53,NA,5.21
2001,VA,Total Electric Industry,7.79,5.85,4.16,5.16,NA,6.18
2001,VT,Total Electric Industry,12.67,11.28,7.89,18.85,NA,10.86
2001,WA,Total Electric Industry,5.70,5.45,4.75,4.69,NA,5.34
2001,WI,Total Electric Industry,7.90,6.34,4.36,7.70,NA,6.08
2001,WV,Total Electric Industry,6.26,5.44,3.74,10.36,NA,5.07
2001,WY,Total Electric Industry,6.77,5.41,3.43,5.07,NA,4.46
2002,AK,Total Electric Industry,12.05,10.13,7.65,14.04,NA,10.46
2002,AL,Total Electric Industry,7.12,6.63,3.82,7.46,NA,5.71
2002,AR,Total Electric Industry,7.25,5.68,4.01,6.52,NA,5.61
2002,AZ,Total Electric Industry,8.27,7.28,5.20,4.56,NA,7.21
2002,CA,Total Electric Industry,12.64,13.36,9.81,6.60,NA,12.19
2002,CO,Total Electric Industry,7.37,5.67,4.52,6.64,NA,6.00
2002,CT,Total Electric Industry,10.96,9.32,7.68,10.35,NA,9.71
2002,DC,Total Electric Industry,7.98,7.32,4.95,6.59,NA,7.34
2002,DE,Total Electric Industry,8.70,7.15,4.85,14.13,NA,6.91
2002,FL,Total Electric Industry,8.16,6.64,5.23,7.43,NA,7.31
2002,GA,Total Electric Industry,7.63,6.46,3.95,8.31,NA,6.24
2002,HI,Total Electric Industry,15.63,14.11,11.02,16.85,NA,13.39
